year,par,cf1,cf2,cf3
2016,E557793,0,0,0
2016,E558296,0,0,0
2016,E555136,0,0,0
2016,E555363,0,0,0
2016,E557130,0,0,0
2016,E555797,0,0,0
2016,E555553,0,0,0
2016,E556582,0,0,0
2016,E557133,0,0,0
2016,E560523,0,0,0
2016,E556269,0,0,0
2016,E557846,0,0,0
2016,E561175,0,0,0
2016,E561169,0,0,0
2016,E561897,0,0,0
2016,E558148,0,0,0
2016,E557828,0,0,0
2016,E559339,0,0,0
2016,E557381,0,0,0
2016,E561465,0,0,0
2016,E555085,0,0,0
2016,E559015,0,0,0
2016,E559457,0,0,0
2016,E513024,0,0,0
2016,E518543,0,0,0
2016,E528789,0,0,0
2016,E529936,0,0,0
2016,3566057,0,0,0
2016,3602435,0,0,0
2016,3740059,0,0,0
2016,E550835,0,0,0
2016,E563666,0,0,0
2016,E567319,0,0,0
2016,E561060,0,0,0
2016,E558197,0,0,0
2016,E557639,14,0,0
2016,E560237,0,0,0
2016,E560213,0,0,0
2016,E569970,0,0,0
2016,E560711,0,0,0
2016,E560700,0,0,0
2016,E561278,0,0,0
2016,E564446,0,0,0
2016,E564462,0,0,0
2016,E561943,0,0,0
2016,E563398,0,0,0
2016,E564435,0,0,0
2016,3695372,0,0,0
2016,E563397,0,0,0
2016,E568024,0,0,0
2016,E563889,0,0,0
2016,E565642,14,0,0
2016,E568869,0,0,0
2016,E566445,0,0,0
2016,E566002,0,0,0
2016,E564714,0,0,0
2016,E566938,0,0,0
2016,E564043,0,0,0
2016,E574355,0,0,0
2016,E565539,0,0,0
2016,E565793,0,0,0
2016,E557457,0,0,0
2016,E566511,0,0,0
2016,E568162,0,0,0
2016,E566710,0,0,0
2016,E568534,0,0,0
2016,E571244,0,0,0
2016,E570186,0,0,0
2016,2985910,0,0,0
2016,E567082,0,0,0
2016,E567045,0,0,0
2016,E551192,0,0,0
2016,E567205,0,0,0
2016,E568789,0,0,0
2016,E567828,0,0,0
2016,E568674,0,0,0
2016,E567855,0,0,0
2016,E572694,0,0,0
2016,E570022,0,0,0
2016,E575873,0,0,0
2016,E569763,0,0,0
2016,E569463,0,0,0
2016,3698610,0,0,0
2016,E572127,0,0,0
2016,E574076,0,0,0
2016,E564578,0,0,0
2016,E568949,0,0,0
2016,E572252,0,0,0
2016,E573381,0,0,0
2016,E575571,0,0,0
2016,3633624,0,0,0
2016,E570381,0,0,0
2016,E571446,0,0,0
2016,E575717,0,0,0
2016,E570984,0,0,0
2016,E574599,0,0,0
2016,E576898,0,0,0
2016,E571919,0,0,0
2016,E575021,0,0,0
2016,E581963,0,0,0
2016,E573367,0,0,0
2016,E573895,0,0,0
2016,E573713,0,0,0
2016,E577494,0,0,0
2016,E574081,0,0,0
2016,E574719,0,0,0
2016,E574471,0,0,0
2016,E582718,0,0,0
2016,E575070,0,0,0
2016,E575259,0,0,0
2016,E578660,0,0,0
2016,E579942,0,0,0
2016,E578356,0,0,0
2016,E576696,0,0,0
2016,E576904,0,0,0
2016,E572662,0,0,0
2016,E577626,0,0,0
2016,E577214,0,0,0
2016,E587766,27,0,0
2016,E580290,0,0,0
2016,E579782,0,0,0
2016,E575609,0,0,0
2016,E579001,0,0,0
2016,E581658,0,0,0
2016,E579471,0,0,0
2016,E578641,0,0,0
2016,E583101,0,0,0
2016,E577849,0,0,0
2016,E580190,0,0,0
2016,3727593,0,0,0
2016,E579074,0,0,0
2016,E581098,0,0,0
2016,E581362,0,0,0
2016,3121634,0,0,0
2016,E580726,0,0,0
2016,3783113,0,0,0
2016,E577458,0,0,0
2016,E575653,0,0,0
2016,E589973,0,0,0
2016,E581900,0,0,0
2016,E587509,0,0,0
2016,E581568,0,0,0
2016,E581605,0,0,0
2016,E588457,0,0,0
2016,E582179,0,0,0
2016,E582640,0,0,0
2016,E582553,0,0,0
2016,E583239,0,0,0
2016,E582853,0,0,0
2016,E586464,0,0,0
2016,E587832,0,0,0
2016,E583567,0,0,0
2016,E585145,0,0,0
2016,E587344,0,0,0
2016,E583659,0,0,0
2016,3754542,0,0,0
2016,E593836,0,0,0
2016,E584861,0,0,0
2016,E586601,0,0,0
2016,E586368,0,0,0
2016,E585999,0,0,0
2016,E585929,0,0,0
2016,3730683,0,0,0
2016,E586734,0,0,0
2016,E586714,0,0,0
2016,3687384,0,0,0
2016,E587219,0,0,0
2016,E587461,0,0,0
2016,E587600,0,0,0
2016,E583887,0,0,0
2016,E587709,0,0,0
2016,E588424,0,0,0
2016,E596599,0,0,0
2016,E590434,0,0,0
2016,E589294,0,0,0
2016,E590351,0,0,0
2016,E591217,0,0,0
2016,E589176,0,0,0
2016,3787337,0,0,0
2016,E589704,0,0,0
2016,E590411,0,0,0
2016,E591300,0,0,0
2016,E591420,0,0,0
2016,E591906,0,0,0
2016,E592086,0,0,0
2016,E592979,0,0,0
2016,3771396,0,0,0
2016,E590212,0,0,0
2016,2532620,0,0,0
2016,E589981,0,0,0
2016,E586070,0,0,0
2016,E593939,0,0,0
2016,E594272,0,0,0
2016,E602883,0,0,0
2016,E579310,0,0,0
2016,3660802,0,0,0
2016,E594545,0,0,0
2016,E593630,0,0,0
2016,E594994,0,0,0
2016,E611212,0,0,0
2016,E595129,0,0,0
2016,E598712,15,0,0
2016,E607941,0,0,0
2016,E597456,0,0,0
2016,E598435,0,0,0
2016,E590944,0,0,0
2016,E599002,0,0,0
2016,E597840,0,0,0
2016,E599506,0,0,0
2016,E600217,19,0,0
2016,E596775,0,0,0
2016,E599312,0,0,0
2016,E599891,0,0,0
2016,E591866,0,0,0
2016,E602830,0,0,0
2016,E599430,19,0,0
2016,3782914,0,0,0
2016,E600165,0,0,0
2016,E600553,0,0,0
2016,E601156,0,0,0
2016,E602340,0,0,0
2016,E601593,20,0,0
2016,E604973,0,0,0
2016,3594372,0,0,0
2016,E605084,0,0,0
2016,E600396,0,0,0
2016,0881428,0,0,0
2016,E603561,0,0,0
2016,E606173,0,0,0
2016,E602915,0,0,0
2016,E604789,0,0,0
2016,E605156,0,0,0
2016,E606860,0,0,0
2016,E605750,0,0,0
2016,E606085,0,0,0
2016,E606815,0,0,0
2016,E608641,0,0,0
2016,E612723,19,0,0
2016,E610935,0,0,0
2016,E612242,0,0,0
2016,2709955,0,0,0
2016,E608420,0,0,0
2016,E609075,0,0,0
2016,3660826,0,0,0
2016,E609768,0,0,0
2016,E547432,0,0,0
2016,E610409,0,0,0
2016,E613628,0,0,0
2016,3695449,0,0,0
2016,E611481,0,0,0
2016,3762456,15,0,0
2016,3762903,0,0,0
2016,E612519,0,0,0
2016,E612812,0,0,0
2016,E612838,0,0,0
2016,E613322,0,0,0
2016,E613109,0,0,0
2016,E613352,0,0,0
2016,E616329,0,0,0
2016,E613873,0,0,0
2016,E614347,0,0,0
2016,E615359,0,0,0
2016,3762454,0,0,0
2016,E612306,0,0,0
2016,E614186,14,0,0
2016,E610618,0,0,0
2016,3660837,0,0,0
2016,E613133,0,0,0
2016,E611944,19,0,0
2016,E620947,0,0,0
2016,E620522,0,0,0
2016,E609869,0,0,0
2016,E621170,0,0,0
2016,E609251,0,0,0
2016,3040606,0,0,0
2016,3714180,0,0,0
2016,E615519,0,0,0
2016,E615739,0,0,0
2016,E594537,0,0,0
2016,E616270,0,0,0
2016,E616603,0,0,0
2016,E616850,0,0,0
2016,E617304,0,0,0
2016,E618321,0,0,0
2016,E618500,0,0,0
2016,E616327,0,0,0
2016,E619129,0,0,0
2016,E622190,0,0,0
2016,E620173,20,0,0
2016,3692671,0,0,0
2016,E621617,0,0,0
2016,E623065,0,0,0
2016,E624606,0,0,0
2016,E621363,0,0,0
2016,E622050,0,0,0
2016,E638023,0,0,0
2016,E622747,0,0,0
2016,E622955,0,0,0
2016,E626437,0,0,0
2016,E626113,0,0,0
2016,E623752,0,0,0
2016,E624121,0,0,0
2016,E625168,0,0,0
2016,3786796,20,0,0
2016,E624899,0,0,0
2016,E624953,0,0,0
2016,E622322,0,0,0
2016,E626412,0,0,0
2016,E628336,0,0,0
2016,E625414,0,0,0
2016,E625892,0,0,0
2016,3747630,0,0,0
2016,E621039,0,0,0
2016,E624438,0,0,0
2016,E626368,0,0,0
2016,2653506,0,0,0
2016,E630316,0,0,0
2016,E628367,0,0,0
2016,3679176,0,0,0
2016,E631333,0,0,0
2016,3660780,0,0,0
2016,E589327,0,0,0
2016,E591872,0,0,0
2017,E628946,0,0,0
2017,E627989,0,0,0
2017,3747633,0,0,0
2017,E628691,0,0,0
2017,3746306,0,0,0
2017,E629178,0,0,0
2017,E629981,0,0,0
2017,E632204,0,0,0
2017,E632128,0,0,0
2017,E630209,0,0,0
2017,E631317,0,0,0
2017,E630362,0,0,0
2017,E631092,0,0,0
2017,E631425,0,0,0
2017,E632347,0,0,0
2017,E634438,0,0,0
2017,E631960,0,0,0
2017,E634659,0,0,0
2017,E633291,0,0,0
2017,E634199,19,0,0
2017,E635015,0,0,0
2017,E634599,0,0,0
2017,E634770,0,0,0
2017,E634964,0,0,0
2017,E635844,0,0,0
2017,E636880,0,0,0
2017,E636871,0,0,0
2017,E636762,0,0,0
2017,E638169,0,0,0
2017,E636978,0,0,0
2017,E636017,0,0,0
2017,E637343,0,0,0
2017,E631434,0,0,0
2017,E637961,0,0,0
2017,3753857,0,0,0
2017,E635532,0,0,0
2017,E638933,0,0,0
2017,E633587,0,0,0
2017,E648561,0,0,0
2017,E642159,0,0,0
2017,E639820,0,0,0
2017,E643131,0,0,0
2017,E638895,0,0,0
2017,E639471,0,0,0
2017,E643622,0,0,0
2017,3762437,0,0,0
2017,3762593,0,0,0
2017,E641865,0,0,0
2017,E640687,0,0,0
2017,E650617,0,0,0
2017,E641243,0,0,0
2017,E644790,0,0,0
2017,E642403,0,0,0
2017,3398254,0,0,0
2017,E643387,0,0,0
2017,E645429,0,0,0
2017,E643606,0,0,0
2017,E644403,0,0,0
2017,E644607,0,0,0
2017,E645035,0,0,0
2017,E643918,0,0,0
2017,E645622,0,0,0
2017,E645754,0,0,0
2017,E644437,0,0,0
2017,E645821,0,0,0
2017,E646985,0,0,0
2017,E649217,0,0,0
2017,E647382,0,0,0
2017,E649721,0,0,0
