year,par,cf1,cf2,cf3
2017,E644231,0,0,0
2017,E649147,0,0,0
2017,E649502,0,0,0
2017,E648586,0,0,0
2017,E647658,0,0,0
2017,E649722,0,0,0
2017,E650969,0,0,0
2017,E654055,0,0,0
2017,E651585,0,0,0
2017,E654251,0,0,0
2017,3574458,0,0,0
2017,E652776,0,0,0
2017,E653002,0,0,0
2017,E655807,0,0,0
2017,E657194,0,0,0
2017,E656264,0,0,0
2017,E654164,0,0,0
2017,E654450,0,0,0
2017,E657038,0,0,0
2017,E659377,0,0,0
2017,E658130,0,0,0
2017,E657949,0,0,0
2017,E658363,0,0,0
2017,E658391,0,0,0
2017,3659614,0,0,0
2017,E656985,14,0,0
2017,E658576,0,0,0
2017,E659938,0,0,0
2017,E664562,0,0,0
2017,E661229,0,0,0
2017,E656882,0,0,0
2017,E659803,0,0,0
2017,E650683,0,0,0
2017,E664237,0,0,0
2017,E660527,0,0,0
2017,E660629,0,0,0
2017,E661945,0,0,0
2017,E663323,0,0,0
2017,E660637,0,0,0
2017,E660182,0,0,0
2017,E662427,0,0,0
2017,E663461,0,0,0
2017,E663918,0,0,0
2017,E664778,0,0,0
2017,3579208,0,0,0
2017,E664738,0,0,0
2017,E664744,0,0,0
2017,E670177,0,0,0
2017,E667256,0,0,0
2017,E665546,0,0,0
2017,E666024,0,0,0
2017,E667720,0,0,0
2017,E664546,0,0,0
2017,3789307,0,0,0
2017,E666917,0,0,0
2017,E667292,0,0,0
2017,E667400,0,0,0
2017,3743459,0,0,0
2017,E668849,0,0,0
2017,3759251,0,0,0
2017,3123056,0,0,0
2017,E668067,0,0,0
2017,E669124,0,0,0
2017,E668467,0,0,0
2017,E671342,0,0,0
2017,E670168,0,0,0
2017,E669280,0,0,0
2017,E674098,0,0,0
2017,E669260,0,0,0
2017,E673190,0,0,0
2017,E672966,0,0,0
2017,E672920,23,0,0
2017,E671087,0,0,0
2017,E676815,0,0,0
2017,E671245,0,0,0
2017,E671874,0,0,0
2017,E678121,0,0,0
2017,E678394,0,0,0
2017,E680077,0,0,0
2017,E674423,0,0,0
2017,E680840,0,0,0
2017,E673343,0,0,0
2017,E672155,0,0,0
2017,E673372,0,0,0
2017,E673801,0,0,0
2017,E674040,0,0,0
2017,E674804,0,0,0
2017,E679491,0,0,0
2017,E674810,0,0,0
2017,E675079,0,0,0
2017,E676481,0,0,0
2017,E631361,0,0,0
2017,E633166,0,0,0
2017,E641274,0,0,0
2017,E645038,0,0,0
2017,E645790,0,0,0
2017,E656405,0,0,0
2017,3694126,0,0,0
2017,E659247,0,0,0
2017,E661438,0,0,0
2017,000TECH,0,0,0
2017,3769457,0,0,0
2017,E680633,0,0,0
2017,E683891,0,0,0
2017,E677481,0,0,0
2017,3630656,0,0,0
2017,E680679,0,0,0
2017,3751757,0,0,0
2017,E677398,0,0,0
2017,E677443,0,0,0
2017,E677561,0,0,0
2017,E677587,14,0,0
2017,E678568,0,0,0
2017,3766555,0,0,0
2017,E680244,0,0,0
2017,E679497,0,0,0
2017,E673996,0,0,0
2017,E677673,0,0,0
2017,E678581,0,0,0
2017,E681956,0,0,0
2017,E680052,0,0,0
2017,E681995,0,0,0
2017,E681707,0,0,0
2017,E683693,0,0,0
2017,E685421,0,0,0
2017,E682134,0,0,0
2017,E684232,0,0,0
2017,E710630,0,0,0
2017,E685651,0,0,0
2017,E686753,0,0,0
2017,E685188,28,0,0
2017,E684437,23,0,0
2017,E683774,0,0,0
2017,E683703,0,0,0
2017,E683961,0,0,0
2017,E685220,0,0,0
2017,E693720,0,0,0
2017,E688516,0,0,0
2017,E688196,0,0,0
2017,3790610,0,0,0
2017,E686046,0,0,0
2017,E687092,0,0,0
2017,E687465,0,0,0
2017,E688425,0,0,0
2017,E688194,0,0,0
2017,E690034,0,0,0
2017,E688983,0,0,0
2017,E689120,14,20,0
2017,E685649,0,0,0
2017,3660781,0,0,0
2017,E686545,0,0,0
2017,E687349,0,0,0
2017,E687419,0,0,0
2017,E687652,0,0,0
2017,E687665,0,0,0
2017,E689355,0,0,0
2017,E689913,0,0,0
2017,E688738,0,0,0
2017,E690706,0,0,0
2017,E689811,0,0,0
2017,E690227,0,0,0
2017,E690047,0,0,0
2017,E690560,0,0,0
2017,E694233,0,0,0
2017,E690054,0,0,0
2017,E691853,0,0,0
2017,E691997,0,0,0
2017,E688682,14,0,0
2017,E688750,0,0,0
2017,E692509,0,0,0
2017,E689336,0,0,0
2017,E690033,0,0,0
2017,E690820,0,0,0
2017,E692354,0,0,0
2017,E692481,20,0,0
2017,E693189,0,0,0
2017,E700188,0,0,0
2017,E696354,0,0,0
2017,E701014,0,0,0
2017,E693783,0,0,0
2017,E695733,0,0,0
2017,E694162,0,0,0
2017,E694418,0,0,0
2017,E694798,0,0,0
2017,E695061,0,0,0
2017,3660803,0,0,0
2017,E695441,0,0,0
2017,E697132,0,0,0
2017,E695839,0,0,0
2017,E696573,20,0,0
2017,E695748,0,0,0
2017,E696023,0,0,0
2017,E696171,0,0,0
2017,E696362,0,0,0
2017,E697690,0,0,0
2017,E697493,0,0,0
2017,E697697,0,0,0
2017,E697769,0,0,0
2017,E698122,0,0,0
2017,E697816,0,0,0
2017,E693779,0,0,0
2017,E697830,0,0,0
2017,E697117,0,0,0
2017,E690507,0,0,0
2017,E712979,0,0,0
2017,E714882,0,0,0
2017,E718658,0,0,0
2017,E688347,0,0,0
2017,3722441,0,0,0
2017,E688984,0,0,0
2017,E697630,0,0,0
2017,E697700,0,0,0
2017,E697740,0,0,0
2017,E698792,0,0,0
2017,E694387,0,0,0
2017,E695985,0,0,0
2017,3764477,0,0,0
2017,E699342,0,0,0
2017,E699986,0,0,0
2017,3764489,0,0,0
2017,E700076,0,0,0
2017,E700637,0,0,0
2017,E701231,0,0,0
2017,E702879,0,0,0
2017,E700463,0,0,0
2017,3659694,0,0,0
2017,E700409,0,0,0
2017,E703191,0,0,0
2017,E704326,0,0,0
2017,E698484,0,0,0
2017,E703810,0,0,0
2017,E704620,0,0,0
2017,E702924,14,0,0
2017,E706379,0,0,0
2017,E700452,0,0,0
2017,E703741,0,0,0
2017,E704024,0,0,0
2017,E703950,0,0,0
2017,E705153,0,0,0
2017,E706112,14,0,0
2017,E704187,0,0,0
2017,E704312,0,0,0
2017,E704148,0,0,0
2017,E704729,0,0,0
2017,E704907,0,0,0
2017,E705130,0,0,0
2017,E705434,0,0,0
2017,E709896,0,0,0
2017,E712811,0,0,0
2017,E706887,0,0,0
2017,3755962,0,0,0
2017,3752234,0,0,0
2017,E711265,0,0,0
2017,E708617,0,0,0
2017,E706403,0,0,0
2017,E706633,0,0,0
2017,E707219,0,0,0
2017,E713422,23,0,0
2017,E711224,0,0,0
2017,E707000,0,0,0
2017,E707263,0,0,0
2017,E699408,0,0,0
2017,E708509,0,0,0
2017,3658418,0,0,0
2017,E710424,0,0,0
2017,E702148,0,0,0
2017,E697573,0,0,0
2017,3633271,23,0,0
2017,3604498,0,0,0
2017,E702002,0,0,0
2017,E707748,0,0,0
2017,E708415,0,0,0
2017,E708471,0,0,0
2017,E708997,0,0,0
2017,E709789,0,0,0
2017,E709917,0,0,0
2017,E710024,0,0,0
2017,E710133,0,0,0
2017,E710179,0,0,0
2017,E711100,0,0,0
2017,DC & Ob,0,0,0
2017,E661997,0,0,0
2017,E670920,0,0,0
2017,E715833,0,0,0
2017,E710609,0,0,0
2017,E710735,0,0,0
2017,E712429,0,0,0
2017,E712928,0,0,0
2017,E713158,0,0,0
2017,E711580,0,0,0
2017,E717141,0,0,0
2017,E713128,0,0,0
2017,E714175,24,0,0
2017,E708623,0,0,0
2017,E715290,0,0,0
2017,E718835,0,0,0
2017,E716020,0,0,0
2017,E716406,0,0,0
2017,E714634,0,0,0
2017,E715263,0,0,0
2017,E715997,0,0,0
2017,E716082,0,0,0
2017,E716150,0,0,0
2017,E718363,0,0,0
2017,E713668,0,0,0
2017,E716666,19,0,0
2017,E710103,0,0,0
2017,E688002,0,0,0
2017,E716276,0,0,0
2017,E716663,0,0,0
2017,E716733,0,0,0
2017,E721335,0,0,0
2017,E719219,0,0,0
2017,E717843,0,0,0
2017,E718526,0,0,0
2017,E721337,0,0,0
2017,E721086,0,0,0
2017,E717543,14,0,0
2017,E711056,0,0,0
2017,E718360,0,0,0
2017,3658374,0,0,0
2017,E721370,0,0,0
2017,E711489,0,0,0
2017,E719375,0,0,0
2017,E716718,0,0,0
2017,E768481,0,0,0
2017,E721588,0,0,0
2017,E718794,0,0,0
2017,E719488,0,0,0
2017,E726244,0,0,0
2017,3658425,0,0,0
2017,E720718,0,0,0
2017,E720099,0,0,0
2017,3659753,0,0,0
2017,E720823,0,0,0
2017,E721634,0,0,0
2017,E721081,0,0,0
2017,E721288,0,0,0
2017,E721775,0,0,0
2017,E726850,0,0,0
2017,E725861,0,0,0
2017,E732654,0,0,0
2017,E720304,0,0,0
2017,E722375,0,0,0
2017,E728730,0,0,0
2017,E723014,0,0,0
2017,E725274,0,0,0
2017,E723885,0,0,0
2017,3753424,0,0,0
2017,E726894,0,0,0
2017,2915831,0,0,0
2017,E732107,0,0,0
2017,E729964,0,0,0
2017,E728532,0,0,0
2017,E727404,0,0,0
2017,E728122,0,0,0
2017,E728240,0,0,0
2017,E720789,0,0,0
2017,E728776,0,0,0
2017,E733974,19,0,0
2017,E717650,0,0,0
2017,E731604,0,0,0
2017,3753162,0,0,0
2017,3658375,0,0,0
2017,3764453,0,0,0
2017,E728921,0,0,0
2017,E734038,0,0,0
2017,E729623,0,0,0
2017,E728968,0,0,0
2017,E733975,0,0,0
2017,E731602,0,0,0
2017,E732289,0,0,0
2017,E765189,0,0,0
2017,0Tech &,0,0,0
2017,E728291,0,0,0
2017,E733425,0,0,0
2017,E731150,0,0,0
2017,E720750,0,0,0
2017,3659769,0,0,0
2017,E731718,0,0,0
2017,E745012,0,0,0
2017,E734615,0,0,0
2017,E759193,0,0,0
2017,E732281,0,0,0
2017,E734043,0,0,0
2017,E738290,0,0,0
2017,E732624,0,0,0
2017,E735207,0,0,0
2017,E733004,0,0,0
2017,E733846,0,0,0
2017,E735479,0,0,0
2017,E733876,0,0,0
2017,E737847,15,23,0
2017,E738307,0,0,0
2017,E738191,0,0,0
2017,E735918,0,0,0
2017,E735956,0,0,0
2017,E736595,0,0,0
2017,E740769,23,0,0
2017,E754695,0,0,0
2017,E740061,0,0,0
2017,E742491,0,0,0
2017,E739914,0,0,0
2017,E740343,0,0,0
2017,E734122,23,0,0
2017,E733845,0,0,0
2017,E741248,0,0,0
2017,E739087,0,0,0
2017,3726113,0,0,0
2017,E738643,0,0,0
2017,E744683,0,0,0
2017,E747588,0,0,0
2017,E770794,0,0,0
2017,E731942,0,0,0
2017,3764567,0,0,0
2017,E773500,0,0,0
2017,3762650,0,0,0
2017,E743140,0,0,0
2017,E743130,0,0,0
2017,E744024,0,0,0
2017,E744245,0,0,0
2017,E752354,0,0,0
2017,E744598,0,0,0
2017,E744778,0,0,0
2017,E745415,0,0,0
2017,E745954,0,0,0
2017,E746877,0,0,0
2017,E746851,0,0,0
2017,E748207,0,0,0
2017,E747067,0,0,0
2017,E753370,0,0,0
2017,3688140,0,0,0
2017,E747398,0,0,0
2017,E747528,0,0,0
2017,E748889,0,0,0
2017,E748935,0,0,0
2017,E749014,0,0,0
2017,E749080,0,0,0
2017,E750315,0,0,0
2017,E751656,0,0,0
2017,3818457,0,0,0
2017,E751231,0,0,0
2017,3748033,0,0,0
2017,E750985,0,0,0
2017,E756162,0,0,0
2017,E753247,0,0,0
2017,E753420,0,0,0
2017,E750734,0,0,0
2017,3661026,0,0,0
2017,E751154,0,0,0
2017,E749500,0,0,0
2017,E754240,0,0,0
2017,E752997,0,0,0
2017,E743501,0,0,0
2017,E756767,0,0,0
2017,E754384,0,0,0
2017,E758417,0,0,0
2017,E750745,0,0,0
2017,3756384,0,0,0
2017,00Media,0,0,0
2017,E744509,0,0,0
2017,E748221,0,0,0
2017,E742810,0,0,0
2017,E746043,0,0,0
2017,17-0332,0,0,0
2018,E754460,0,0,0
2018,E758525,23,0,0
2018,E756648,0,0,0
2018,E755037,0,0,0
2018,E755994,0,0,0
2018,E756221,0,0,0
2018,E756340,0,0,0
2018,E756459,0,0,0
2018,E757875,0,0,0
2018,E757434,0,0,0
2018,E757817,0,0,0
2018,E772796,0,0,0
2018,E757962,0,0,0
2018,E758603,0,0,0
2018,E761241,0,0,0
2018,E760817,0,0,0
2018,E761445,0,0,0
2018,E762010,19,0,0
2018,E762018,0,0,0
2018,E762683,0,0,0
2018,E762689,0,0,0
2018,E762693,0,0,0
2018,E762892,0,0,0
2018,E763008,0,0,0
2018,E764610,0,0,0
2018,E764614,0,0,0
2018,3754152,0,0,0
2018,E764929,0,0,0
2018,E766045,0,0,0
2018,E766774,0,0,0
2018,E762129,0,0,0
2018,E766413,0,0,0
2018,E765941,0,0,0
2018,E766618,23,0,0
2018,E769063,0,0,0
2018,E769093,0,0,0
2018,E769591,0,0,0
2018,E770635,0,0,0
2018,E770752,0,0,0
2018,E770816,0,0,0
2018,E771305,0,0,0
2018,E776162,0,0,0
2018,E772016,0,0,0
2018,E772745,0,0,0
2018,E773448,0,0,0
2018,E773623,0,0,0
2018,E773917,0,0,0
2018,E774125,0,0,0
2018,E774328,0,0,0
2018,3766279,0,0,0
2018,3754437,0,0,0
2018,E778951,14,0,0
2018,E774076,0,0,0
2018,3659664,0,0,0
2018,3660706,0,0,0
2018,E776245,0,0,0
2018,E776103,0,0,0
2018,E776954,0,0,0
2018,E778332,0,0,0
2018,E778214,0,0,0
2018,E777812,0,0,0
2018,E777656,0,0,0
2018,E777589,0,0,0
2018,E777381,0,0,0
2018,E782562,0,0,0
2018,E778675,0,0,0
2018,E779577,0,0,0
2018,E778476,0,0,0
2018,E778793,0,0,0
2018,E778952,0,0,0
2018,E781658,0,0,0
2018,E778087,0,0,0
2018,E779858,0,0,0
2018,E781803,0,0,0
2018,E780687,0,0,0
2018,E781486,0,0,0
2018,E780896,0,0,0
2018,E783573,0,0,0
2018,E788400,0,0,0
2018,E782747,23,0,0
2018,E781575,0,0,0
2018,E781688,0,0,0
2018,E782604,0,0,0
2018,E782976,0,0,0
2018,E783025,0,0,0
2018,E782633,0,0,0
2018,E784840,0,0,0
2018,E786529,0,0,0
2018,E786504,0,0,0
2018,E784570,0,0,0
2018,E786151,0,0,0
2018,E786202,0,0,0
2018,E786526,14,0,0
2018,E786918,0,0,0
2018,E787721,0,0,0
2018,E789909,0,0,0
2018,E796927,0,0,0
2018,E794398,0,0,0
2018,E789337,0,0,0
2018,E790267,0,0,0
2018,E789793,0,0,0
2018,E790778,0,0,0
2018,E790691,0,0,0
2018,E790608,0,0,0
2018,E790526,0,0,0
2018,E793810,0,0,0
2018,E791138,0,0,0
2018,E791515,0,0,0
2018,E791954,0,0,0
2018,E791931,0,0,0
2018,E792217,0,0,0
2018,Coroner,0,0,0
2018,E793894,0,0,0
2018,E789126,0,0,0
2018,3754330,0,0,0
2018,E798796,0,0,0
2018,E794265,0,0,0
2018,E795156,0,0,0
2018,E795721,0,0,0
2018,E795893,0,0,0
2018,E800816,0,0,0
2018,E796796,0,0,0
2018,E797090,0,0,0
2018,E797751,0,0,0
2018,E798156,0,0,0
2018,E798346,0,0,0
2018,E798705,0,0,0
2018,E798888,0,0,0
2018,E800700,0,0,0
2018,E801990,0,0,0
2018,E801415,0,0,0
2018,E799128,0,0,0
2018,E799642,0,0,0
2018,E799941,0,0,0
2018,E802893,0,0,0
2018,E800788,0,0,0
2018,E801189,0,0,0
2018,E801163,0,0,0
2018,E800965,0,0,0
2018,E805433,0,0,0
2018,E802399,0,0,0
2018,E801942,0,0,0
2018,E802094,0,0,0
2018,E802197,0,0,0
2018,E802640,0,0,0
2018,E802895,0,0,0
2018,E802773,0,0,0
2018,E806043,0,0,0
2018,E803360,0,0,0
2018,E803559,0,0,0
2018,E797175,0,0,0
2018,E800090,0,0,0
2018,E806457,0,0,0
2018,E804570,0,0,0
2018,E808678,0,0,0
2018,E806233,0,0,0
2018,E809587,0,0,0
2018,E806406,0,0,0
2018,E811099,0,0,0
2018,E808794,0,0,0
2018,E807736,0,0,0
2018,E804481,0,0,0
2018,E804509,0,0,0
2018,E804742,0,0,0
2018,E805001,0,0,0
2018,E807140,0,0,0
2018,E807878,0,0,0
2018,E807920,0,0,0
2018,E809027,0,0,0
2018,E810649,0,0,0
2018,E808702,14,0,0
2018,E808823,0,0,0
2018,E808868,0,0,0
2018,E811247,0,0,0
2018,E809308,0,0,0
2018,E809533,0,0,0
2018,E809540,0,0,0
2018,3578846,0,0,0
2018,E765451,0,0,0
2018,3575660,0,0,0
2018,E773266,0,0,0
2018,E777184,0,0,0
2018,E781471,0,0,0
2018,E758652,0,0,0
2018,E764286,0,0,0
2018,E809550,0,0,0
2018,E809655,0,0,0
2018,E810448,0,0,0
2018,E811460,0,0,0
2018,E804034,0,0,0
2018,E813636,0,0,0
2018,E812166,0,0,0
2018,E811062,0,0,0
2018,E811422,0,0,0
2018,E811775,0,0,0
2018,E811927,0,0,0
2018,E812083,20,0,0
2018,E812622,0,0,0
2018,E813012,0,0,0
2018,3789538,0,0,0
2018,E813614,14,0,0
2018,E813810,0,0,0
2018,E807599,0,0,0
2018,E814044,0,0,0
2018,E814992,0,0,0
2018,E815065,0,0,0
2018,E815227,0,0,0
2018,E815910,0,0,0
2018,E814424,0,0,0
2018,E816427,14,0,0
2018,E816997,0,0,0
2018,E817585,0,0,0
2018,E816547,0,0,0
2018,E817545,0,0,0
2018,E817122,0,0,0
2018,E816925,0,0,0
2018,E818522,0,0,0
2018,E818652,0,0,0
2018,E818845,0,0,0
2018,E818854,0,0,0
2018,E819244,0,0,0
2018,E819247,0,0,0
2018,E819370,0,0,0
2018,E817971,0,0,0
2018,E820628,0,0,0
2018,E819635,0,0,0
2018,E818929,0,0,0
2018,E819461,0,0,0
2018,3756469,0,0,0
2018,E819271,0,0,0
2018,E819564,14,0,0
2018,E822709,14,0,0
2018,E817815,0,0,0
2018,E817747,0,0,0
2018,E820775,0,0,0
2018,E817299,0,0,0
2018,E817508,0,0,0
2018,E819958,0,0,0
2018,E820785,0,0,0
2018,E818013,0,0,0
2018,E818105,0,0,0
2018,E820253,0,0,0
2018,E820260,0,0,0
2018,E820291,0,0,0
2018,E820893,0,0,0
2018,E821090,0,0,0
2018,E821202,0,0,0
2018,E821507,0,0,0
2018,E821586,0,0,0
2018,E821666,0,0,0
2018,E821699,0,0,0
2018,E821957,0,0,0
2018,E822207,0,0,0
2018,E823081,0,0,0
2018,E823432,0,0,0
2018,E823631,0,0,0
2018,E823717,0,0,0
2018,E823902,0,0,0
2018,E824798,0,0,0
2018,E824918,0,0,0
2018,E826046,0,0,0
2018,E826099,0,0,0
2018,E826143,0,0,0
2018,E826153,0,0,0
2018,E826592,0,0,0
2018,E827448,0,0,0
2018,E827913,0,0,0
2018,E827924,0,0,0
2018,E828062,0,0,0
2018,E828065,0,0,0
2018,E828112,14,0,0
2018,E829063,0,0,0
2018,E824099,0,0,0
2018,E824109,0,0,0
2018,E826988,0,0,0
2018,E827444,0,0,0
2018,E829010,0,0,0
2018,E829556,0,0,0
2018,E829957,0,0,0
2018,E829993,0,0,0
2018,E830098,0,0,0
2018,E822181,0,0,0
2018,3789562,0,0,0
2018,E830051,0,0,0
2018,E830321,0,0,0
2018,E830626,0,0,0
2018,3751258,0,0,0
2018,E834139,0,0,0
2018,E829235,0,0,0
2018,E833846,0,0,0
2018,E833892,0,0,0
2018,E822515,0,0,0
2018,E834316,0,0,0
2018,E834659,0,0,0
2018,E834660,0,0,0
2018,E835071,0,0,0
2018,E835105,0,0,0
2018,E822897,0,0,0
2018,E832464,20,0,0
2018,2709956,0,0,0
2018,E830739,0,0,0
2018,E835661,0,0,0
2018,E835692,0,0,0
2018,E836017,0,0,0
2018,E836350,0,0,0
2018,E833280,0,0,0
2018,E830966,0,0,0
2018,E831476,0,0,0
2018,E832380,0,0,0
2018,E832575,0,0,0
2018,E832509,0,0,0
2018,E836826,0,0,0
2018,E836878,0,0,0
2018,E836976,0,0,0
2018,E837100,0,0,0
2018,E837393,0,0,0
2018,E837725,0,0,0
2018,E837794,0,0,0
2018,E837994,0,0,0
2018,E838120,0,0,0
2018,E838192,0,0,0
2018,E838368,0,0,0
2018,E838650,0,0,0
2018,E838740,0,0,0
2018,E839009,0,0,0
2018,E837709,0,0,0
2018,E839419,0,0,0
2018,E839476,0,0,0
2018,E839884,0,0,0
2018,E840255,0,0,0
2018,E840297,0,0,0
2018,E840434,0,0,0
2018,E841053,0,0,0
2018,E843063,0,0,0
2018,E844411,0,0,0
2018,E844453,0,0,0
2018,E815070,0,0,0
2018,E839737,0,0,0
2018,E840642,0,0,0
2018,E845515,0,0,0
2018,E845611,0,0,0
2018,E846367,0,0,0
2018,E846785,0,0,0
2018,E846824,0,0,0
2018,E818308,0,0,0
2018,E845488,0,0,0
2018,E847435,0,0,0
2018,E847521,0,0,0
2018,E841212,0,0,0
2018,E839859,0,0,0
2018,3751710,0,0,0
2018,E848117,0,0,0
2018,E848125,0,0,0
2018,E848331,0,0,0
2018,E848478,0,0,0
2018,E848776,0,0,0
2018,E849074,0,0,0
2018,E849167,19,0,0
2018,E849185,0,0,0
2018,E849453,0,0,0
2018,E849902,0,0,0
2018,E850067,0,0,0
2018,E851101,0,0,0
2018,E851269,0,0,0
2018,E851494,0,0,0
2018,E851684,0,0,0
2018,E852814,0,0,0
2018,E843470,0,0,0
2018,E817446,0,0,0
2018,E853014,20,0,0
2018,E853089,0,0,0
2018,E853710,0,0,0
2018,E853812,0,0,0
2018,E824877,0,0,0
2018,E844987,0,0,0
2018,E854932,0,0,0
2018,3746668,0,0,0
2018,E855214,0,0,0
2018,E855368,0,0,0
2018,E855382,0,0,0
2018,E855512,0,0,0
2018,E855891,0,0,0
2018,E856029,0,0,0
2018,E856808,0,0,0
2018,E856916,0,0,0
2018,E857085,0,0,0
2018,E857161,0,0,0
2018,E857304,0,0,0
2018,E857393,0,0,0
2018,E857487,0,0,0
2018,E857585,0,0,0
2018,E857842,0,0,0
2018,E850607,0,0,0
2018,E858776,0,0,0
2018,E859114,0,0,0
2018,E859394,0,0,0
2018,E859476,0,0,0
2018,E859813,0,0,0
2018,E852018,0,0,0
2018,E860831,0,0,0
2018,E856061,0,0,0
2018,E860914,0,0,0
2018,E861465,0,0,0
2018,E861527,0,0,0
2018,E861644,0,0,0
2018,E861807,0,0,0
2018,E862451,0,0,0
2018,E862525,0,0,0
2018,E862716,0,0,0
2018,E852372,0,0,0
2018,E852066,0,0,0
2018,E863272,0,0,0
2018,E863974,0,0,0
2018,E864200,0,0,0
2018,E864453,0,0,0
2018,E864572,0,0,0
2018,E864686,0,0,0
2018,E864873,0,0,0
2018,E865205,0,0,0
2018,E865455,14,0,0
2018,E866214,0,0,0
2018,E866544,0,0,0
2018,E867158,0,0,0
2018,E865592,0,0,0
2018,E867303,0,0,0
2018,E867440,0,0,0
2018,E867791,0,0,0
2018,E867897,0,0,0
2018,E868257,0,0,0
2018,E868356,0,0,0
2018,E868426,0,0,0
2018,E868435,0,0,0
2018,E858418,0,0,0
2018,E860990,0,0,0
2018,E868699,0,0,0
2018,E868733,0,0,0
2018,E868734,0,0,0
2018,E868930,0,0,0
2018,E870976,0,0,0
2018,E871028,0,0,0
2018,E871120,0,0,0
2018,E871292,0,0,0
2018,E871410,0,0,0
2018,E871534,0,0,0
2018,E872038,0,0,0
2018,E872248,0,0,0
2018,E872691,0,0,0
2018,E872857,0,0,0
2018,E872897,0,0,0
2018,E872902,0,0,0
2018,E872998,0,0,0
2018,E873054,0,0,0
2018,E873114,0,0,0
2018,E874030,0,0,0
2018,E874079,0,0,0
2018,E874335,0,0,0
2018,E873992,0,0,0
2018,E874638,0,0,0
2018,E875914,0,0,0
2018,E876580,0,0,0
2018,E876928,0,0,0
2018,E877198,0,0,0
2018,E877471,0,0,0
2018,E877730,0,0,0
2018,E878609,14,0,0
2018,E879767,23,0,0
2018,E880236,0,0,0
2018,E880661,0,0,0
2018,E880701,0,0,0
2018,E881029,0,0,0
2018,0MEDIA1,0,0,0
2018,E866907,0,0,0
2018,E883495,0,0,0
2018,E885282,0,0,0
2018,E862015,0,0,0
2018,E868097,0,0,0
2018,E866251,0,0,0
2018,E887160,0,0,0
2018,3795979,0,0,0
2018,E876253,0,0,0
2018,3767141,0,0,0
2018,E890327,0,0,0
2018,Media_D,0,0,0
2018,E854361,0,0,0
2018,E867469,0,0,0
2018,E857686,0,0,0
2018,E898995,0,0,0
2018,E812564,20,0,0
2018,E815953,0,0,0
2018,E945130,0,0,0
2019,E880191,0,0,0
2019,E880983,0,0,0
2019,E882539,0,0,0
2019,E882638,0,0,0
2019,E878909,0,0,0
2019,E880474,0,0,0
2019,E881215,0,0,0
2019,E881311,0,0,0
2019,E881365,0,0,0
2019,E882420,0,0,0
2019,E883197,0,0,0
2019,E883511,0,0,0
2019,E883702,0,0,0
2019,E883042,0,0,0
2019,E884294,0,0,0
2019,E884315,0,0,0
2019,E884708,14,0,0
2019,E885651,0,0,0
2019,E885827,0,0,0
2019,E885996,0,0,0
2019,E886569,0,0,0
2019,E886916,0,0,0
2019,E884741,0,0,0
2019,E886225,0,0,0
2019,E887024,0,0,0
2019,E887053,0,0,0
2019,E887107,0,0,0
2019,E887454,0,0,0
2019,E887804,0,0,0
2019,E887858,0,0,0
2019,E888005,0,0,0
2019,E888548,0,0,0
2019,E889102,0,0,0
2019,E890097,0,0,0
2019,E890289,0,0,0
2019,E890328,0,0,0
2019,E890893,0,0,0
2019,E891885,0,0,0
2019,E891889,0,0,0
2019,E894113,0,0,0
2019,E894129,0,0,0
2019,E894576,0,0,0
2019,E894886,23,0,0
2019,E894941,0,0,0
2019,E895128,0,0,0
2019,E895186,0,0,0
2019,E895374,0,0,0
2019,E896721,0,0,0
2019,E897149,0,0,0
2019,E897242,0,0,0
2019,E897631,0,0,0
2019,E897680,0,0,0
2019,E897773,0,0,0
2019,E897795,0,0,0
2019,E898880,0,0,0
2019,E899053,0,0,0
2019,E899099,0,0,0
2019,E899233,0,0,0
2019,E899305,0,0,0
2019,E899434,0,0,0
2019,E899661,0,0,0
2019,E900266,0,0,0
2019,E899642,19,0,0
2019,3748144,0,0,0
2019,E900965,0,0,0
2019,E882470,0,0,0
2019,E901420,0,0,0
2019,E902965,0,0,0
2019,E902989,0,0,0
2019,E903630,0,0,0
2019,E903900,14,0,0
2019,E904233,20,0,0
2019,E904315,0,0,0
2019,3581458,0,0,0
2019,E904788,0,0,0
2019,E904999,0,0,0
2019,E901603,0,0,0
2019,E903805,0,0,0
2019,E905386,0,0,0
2019,E905389,0,0,0
2019,E905622,0,0,0
2019,E905625,0,0,0
2019,E885424,0,0,0
2019,E906372,0,0,0
2019,E906407,23,0,0
2019,E906643,0,0,0
2019,E907057,0,0,0
2019,E880511,0,0,0
2019,E907243,0,0,0
2019,E907254,0,0,0
2019,E907632,0,0,0
2019,E907862,0,0,0
2019,E907896,0,0,0
2019,E907952,0,0,0
2019,E907496,0,0,0
2019,E908332,0,0,0
2019,E908698,0,0,0
2019,E908443,0,0,0
2019,E886959,0,0,0
2019,E909663,0,0,0
2019,E909777,0,0,0
2019,E910021,0,0,0
2019,E910563,0,0,0
2019,3810331,0,0,0
2019,E911226,0,0,0
2019,E899539,0,0,0
2019,E912871,0,0,0
2019,E912921,0,0,0
2019,E913433,0,0,0
2019,E910672,14,0,0
2019,E913639,0,0,0
2019,3753164,0,0,0
2019,E913863,0,0,0
2019,E914827,0,0,0
2019,E914828,0,0,0
2019,E914919,0,0,0
2019,E915182,0,0,0
2019,E915297,0,0,0
2019,E915428,0,0,0
